date,snow_depth,water,water_adjusted,site
5/2008,53.0,29.6,29.6,BCB
2/2009,56.2,15.0,--,BCB
3/2009,90.6,25.6,--,BCB
4/2009,84.8,30.4,--,BCB
5/2009,64.4,30.0,--,BCB
2/2010,80.6,21.2,--,BCB
3/2010,78.8,27.0,--,BCB
4/2010,82.0,30.4,--,BCB
5/2010,96.6,41.0,--,BCB
2/2011,83.6,30.6,--,BCB
3/2011,113.0,38.2,--,BCB
4/2011,146.0,52.6,--,BCB
5/2011,108.6,51.2,--,BCB
6/2011,89.8,49.4,--,BCB
2/2012,36.0,9.4,--,BCB
3/2012,37.2,10.6,--,BCB
4/2012,49.6,14.6,--,BCB
5/2012,27.0,12.6,--,BCB
2/2013,65.0,20.2,--,BCB
3/2013,61.0,21.6,--,BCB
4/2013,52.2,20.2,--,BCB
5/2013,36.0,16.4,--,BCB
2/2014,9.5,1.5,--,BCB
3/2014,25.0,6.5,--,BCB
4/2014,59.0,16.5,--,BCB
5/2014,29.0,12.0,--,BCB
2/2015,18.5,5.5,--,BCB
3/2015,32.0,9.0,--,BCB
4/2015,23.0,9.0,--,BCB
5/2015,11.0,4.0,--,BCB
2/2016,70.0,18.5,--,BCB
3/2016,72.5,25.0,--,BCB
4/2016,76.5,30.0,--,BCB
5/2016,61.0,28.5,--,BCB
2/2000,7.6,2.2,--,BCP
3/2000,58.8,17.8,--,BCP
4/2000,49.1,23.3,23.3,BCP
2/2001,30.1,7.9,--,BCP
3/2001,69.5,20.8,--,BCP
4/2001,32.9,16.5,--,BCP
5/2001,14.1,7.3,--,BCP
2/2002,49.1,17.7,--,BCP
3/2002,41.1,18.5,--,BCP
4/2002,40.4,17.5,--,BCP
2/2003,38.8,17.7,--,BCP
3/2003,33.5,15.0,--,BCP
4/2003,18.3,9.0,--,BCP
5/2003,0.0,0.0,--,BCP
2/2004,51.0,19.3,--,BCP
3/2004,90.0,34.2,--,BCP
4/2004,44.0,20.6,--,BCP
5/2004,5.3,2.7,--,BCP
2/2005,46.9,19.5,--,BCP
3/2005,41.2,19.0,--,BCP
4/2005,43.8,19.2,--,BCP
5/2005,28.4,14.9,--,BCP
2/2006,27.1,7.3,--,BCP
3/2006,21.9,8.2,--,BCP
4/2006,68.7,27.7,--,BCP
5/2006,71.4,36.2,--,BCP
2/2007,6.4,2.5,--,BCP
3/2007,50.0,10.7,--,BCP
4/2007,6.1,1.2,--,BCP
5/2007,1.0,0.4,--,BCP
2/2008,65.5,20.6,--,BCP
3/2008,87.4,32.1,--,BCP
4/2008,57.9,28.7,--,BCP
5/2008,22.8,11.9,--,BCP
2/2009,21.5,7.3,--,BCP
3/2009,47.4,18.1,--,BCP
4/2009,35.3,16.8,--,BCP
5/2009,6.1,3.3,--,BCP
2/2010,57.1,16.9,--,BCP
3/2010,62.1,22.3,--,BCP
4/2010,62.3,27.6,--,BCP
5/2010,52.5,25.5,--,BCP
2/2011,36.9,16.0,--,BCP
3/2011,71.4,25.8,--,BCP
4/2011,141.3,52.0,--,BCP
5/2011,77.4,46.1,--,BCP
2/2012,10.7,4.2,--,BCP
3/2012,7.2,2.4,--,BCP
4/2012,22.2,9.0,--,BCP
5/2012,5.9,3.1,--,BCP
2/2013,40.6,13.8,--,BCP
3/2013,35.3,13.4,--,BCP
4/2013,13.8,6.5,--,BCP
5/2013,0.0,0.0,--,BCP
2/2014,0.0,0.0,--,BCP
3/2014,0.0,0.0,--,BCP
4/2014,0.0,0.0,--,BCP
5/2014,0.0,0.0,--,BCP
2/2015,1.0,0.5,--,BCP
3/2015,0.0,0.0,--,BCP
4/2015,0.0,0.0,--,BCP
5/2015,0.0,0.0,--,BCP
2/2016,38.5,16.0,--,BCP
3/2016,28.5,12.5,--,BCP
4/2016,24.5,11.5,--,BCP
5/2016,0.0,0.0,--,BCP
2/2000,57.9,14.6,14.6,BDF
3/2000,105.8,31.6,31.5,BDF
4/2000,70.0,29.8,29.8,BDF
5/2000,47.3,21.3,21.3,BDF
3/2001,70.5,18.9,18.5,BDF
4/2001,42.0,18.2,18.2,BDF
5/2001,41.9,18.2,18.2,BDF
2/2002,73.4,20.2,20.2,BDF
3/2002,62.1,21.6,21.6,BDF
4/2002,74.2,24.7,25.1,BDF
2/2003,41.0,14.2,14.2,BDF
3/2003,58.6,18.1,18.1,BDF
4/2003,40.7,17.1,17.1,BDF
5/2003,50.9,22.6,22.8,BDF
4/2004,48.5,19.0,19.0,BDF
2/2005,107.7,33.3,33.3,BDF
3/2005,131.4,62.2,63.1,BDF
4/2005,121.1,45.8,45.8,BDF
2/2006,78.9,25.8,25.8,BDF
3/2006,77.4,26.2,25.8,BDF
4/2006,156.6,50.2,42.6,BDF
2/2007,29.0,8.3,8.1,BDF
3/2007,76.0,17.4,17.2,BDF
4/2007,37.7,13.7,13.8,BDF
2/2008,90.4,25.0,22.3,BDF
3/2008,97.8,31.2,31.5,BDF
4/2008,63.6,27.3,27.5,BDF
2/2009,40.1,13.0,--,BDF
3/2009,72.3,19.7,--,BDF
4/2009,63.2,23.7,--,BDF
2/2010,81.6,20.4,--,BDF
3/2010,72.1,23.6,--,BDF
4/2010,80.1,33.1,--,BDF
2/2011,85.6,32.8,--,BDF
3/2011,100.3,36.6,--,BDF
4/2011,140.9,54.6,--,BDF
2/2012,33.7,8.7,--,BDF
3/2012,30.5,9.5,--,BDF
4/2012,45.7,12.2,--,BDF
2/2013,54.0,18.3,--,BDF
3/2013,50.8,18.4,--,BDF
4/2013,33.9,14.7,--,BDF
2/2014,10.5,3.0,--,BDF
3/2014,23.0,7.0,--,BDF
4/2014,40.5,12.0,--,BDF
2/2015,14.5,4.5,--,BDF
3/2015,9.5,3.5,--,BDF
4/2015,0.0,0.0,--,BDF
2/2016,69.0,20.0,--,BDF
3/2016,68.0,25.0,--,BDF
4/2016,63.5,27.0,--,BDF
2/2000,18.2,3.4,3.4,BEM
3/2000,60.0,16.4,16.3,BEM
4/2000,30.1,13.2,13.2,BEM
5/2000,0.0,0.0,--,BEM
2/2001,35.7,8.0,8.0,BEM
3/2001,72.2,18.6,18.6,BEM
4/2001,23.2,10.8,10.8,BEM
5/2001,12.0,5.4,5.4,BEM
2/2002,39.7,13.2,13.2,BEM
3/2002,26.7,11.5,11.5,BEM
4/2002,61.9,26.4,26.4,BEM
5/2002,0.0,0.0,0.8,BEM
2/2003,29.5,12.2,12.2,BEM
3/2003,27.6,11.8,11.8,BEM
4/2003,11.7,6.0,6.0,BEM
5/2003,18.0,8.0,8.0,BEM
2/2004,55.8,18.0,18.0,BEM
3/2004,72.7,21.2,21.2,BEM
4/2004,18.9,9.1,9.1,BEM
5/2004,0.0,0.0,--,BEM
2/2005,66.9,26.1,26.1,BEM
3/2005,72.2,28.6,28.6,BEM
4/2005,79.2,32.0,32.0,BEM
5/2005,39.5,18.5,18.5,BEM
2/2006,34.0,9.5,9.5,BEM
3/2006,21.0,7.3,10.5,BEM
4/2006,57.4,18.5,18.5,BEM
5/2006,21.8,9.1,9.1,BEM
2/2007,14.5,5.6,5.6,BEM
3/2007,44.8,11.3,11.3,BEM
4/2007,4.8,2.0,2.0,BEM
5/2007,0.0,0.0,--,BEM
2/2008,54.4,14.0,16.1,BEM
3/2008,65.9,23.3,24.7,BEM
4/2008,38.2,17.0,17.0,BEM
5/2008,4.4,2.3,2.3,BEM
2/2009,26.3,7.9,--,BEM
3/2009,43.7,15.2,--,BEM
4/2009,27.9,13.0,--,BEM
5/2009,0.0,0.0,--,BEM
2/2010,66.0,16.3,--,BEM
3/2010,66.4,22.3,--,BEM
4/2010,54.4,22.5,--,BEM
5/2010,45.1,20.7,--,BEM
2/2011,47.8,17.5,--,BEM
3/2011,73.2,22.5,--,BEM
4/2011,119.3,38.7,--,BEM
5/2011,40.4,19.2,--,BEM
2/2012,17.8,4.2,--,BEM
3/2012,16.2,3.9,--,BEM
4/2012,14.2,4.1,--,BEM
5/2012,0.0,0.0,--,BEM
2/2013,21.1,8.4,--,BEM
3/2013,16.5,7.0,--,BEM
4/2013,3.8,1.8,--,BEM
5/2013,0.0,0.0,--,BEM
2/2014,0.0,0.0,--,BEM
3/2014,2.0,0.5,--,BEM
4/2014,7.5,1.5,--,BEM
5/2014,0.0,0.0,--,BEM
2/2015,1.0,0.5,--,BEM
3/2015,5.5,1.0,--,BEM
4/2015,0.0,0.0,--,BEM
5/2015,0.0,0.0,--,BEM
2/2016,61.0,18.5,--,BEM
3/2016,40.5,16.5,--,BEM
4/2016,20.5,9.5,--,BEM
5/2016,0.0,0.0,--,BEM
2/2000,46.7,15.1,15.5,BFT
4/2000,27.9,12.1,12.1,BFT
5/2000,0.0,0.0,--,BFT
2/2001,27.8,6.5,6.5,BFT
3/2001,39.6,12.2,12.2,BFT
4/2001,65.4,29.8,29.8,BFT
5/2001,0.0,0.0,--,BFT
2/2002,44.9,16.7,16.7,BFT
3/2002,37.9,17.5,17.5,BFT
4/2002,27.0,12.9,12.9,BFT
5/2002,0.0,0.0,0.3,BFT
2/2003,27.1,11.2,11.2,BFT
3/2003,27.5,12.4,12.4,BFT
4/2003,26.4,10.4,10.4,BFT
5/2003,0.0,0.0,--,BFT
2/2004,49.6,17.2,17.4,BFT
3/2004,77.1,25.6,25.6,BFT
4/2004,54.8,21.4,21.4,BFT
5/2004,0.0,0.0,--,BFT
2/2005,40.6,12.9,12.9,BFT
3/2005,33.0,15.6,15.2,BFT
5/2005,0.0,0.0,--,BFT
2/2006,45.5,18.4,17.3,BFT
5/2006,44.9,25.0,25.0,BFT
2/2007,12.7,2.2,2.2,BFT
4/2007,0.0,0.0,--,BFT
5/2007,0.0,0.0,--,BFT
3/2008,61.0,25.0,25.0,BFT
4/2008,37.3,20.8,20.8,BFT
5/2008,11.6,6.6,6.6,BFT
4/2009,11.0,5.1,--,BFT
5/2009,0.0,0.0,--,BFT
2/2014,0.0,0.0,--,BFT
3/2014,2.0,1.0,--,BFT
4/2014,0.0,0.0,--,BFT
5/2014,0.0,0.0,--,BFT
3/2015,0.0,0.0,--,BFT
4/2015,0.0,0.0,--,BFT
2/2016,41.0,16.0,--,BFT
3/2016,26.5,13.5,--,BFT
5/2016,0.0,0.0,--,BFT
2/2000,34.0,7.7,7.7,BGH
3/2000,47.4,14.5,14.5,BGH
4/2000,56.1,22.0,22.0,BGH
5/2000,43.1,21.0,21.0,BGH
2/2001,20.0,3.6,3.6,BGH
3/2001,41.3,11.1,11.1,BGH
4/2001,36.7,13.1,13.1,BGH
5/2001,33.3,15.1,15.1,BGH
2/2002,53.3,16.1,16.1,BGH
3/2002,45.0,15.1,15.1,BGH
4/2002,65.3,22.4,22.4,BGH
5/2002,33.0,15.9,16.0,BGH
2/2003,38.7,13.1,13.1,BGH
3/2003,51.6,16.8,16.8,BGH
4/2003,49.1,16.6,16.6,BGH
5/2003,46.5,18.0,18.6,BGH
2/2004,42.4,13.6,13.7,BGH
3/2004,69.6,22.4,21.6,BGH
4/2004,41.1,17.9,17.9,BGH
5/2004,28.3,13.7,13.7,BGH
2/2005,74.4,24.4,24.4,BGH
3/2005,78.0,27.0,27.0,BGH
4/2005,90.1,31.0,31.0,BGH
5/2005,69.4,30.7,30.6,BGH
2/2006,49.0,18.1,18.4,BGH
3/2006,57.6,24.0,26.3,BGH
4/2006,53.0,16.6,17.4,BGH
5/2006,85.4,39.0,39.0,BGH
2/2007,12.7,2.2,2.4,BGH
3/2007,33.3,8.4,8.4,BGH
4/2007,20.0,7.4,8.1,BGH
5/2007,11.7,5.1,5.1,BGH
2/2008,50.0,13.2,15.5,BGH
3/2008,74.7,27.7,27.7,BGH
4/2008,65.0,26.6,27.1,BGH
5/2008,39.1,19.6,19.1,BGH
2/2009,37.8,10.0,--,BGH
3/2009,58.0,17.1,--,BGH
4/2009,59.3,20.9,--,BGH
5/2009,41.0,16.5,--,BGH
2/2010,56.4,15.1,--,BGH
3/2010,79.3,23.0,--,BGH
4/2010,62.5,24.3,--,BGH
5/2010,60.4,25.4,--,BGH
2/2011,67.7,26.1,--,BGH
3/2011,88.0,31.7,--,BGH
4/2011,106.0,42.0,--,BGH
5/2011,83.6,35.2,--,BGH
2/2012,19.9,5.7,--,BGH
3/2012,23.3,5.7,--,BGH
4/2012,20.6,5.7,--,BGH
5/2012,11.6,3.6,--,BGH
2/2013,37.6,11.4,--,BGH
3/2013,33.9,10.0,--,BGH
4/2013,27.0,9.6,--,BGH
5/2013,3.9,1.7,--,BGH
2/2014,8.5,2.0,--,BGH
3/2014,46.0,10.5,--,BGH
4/2014,27.0,9.0,--,BGH
5/2014,22.5,10.0,--,BGH
2/2015,12.0,2.5,--,BGH
3/2015,13.5,4.0,--,BGH
4/2015,6.5,2.5,--,BGH
5/2015,0.0,0.0,--,BGH
2/2016,39.5,10.5,--,BGH
3/2016,50.0,17.0,--,BGH
4/2016,45.0,17.0,--,BGH
5/2016,39.0,17.5,--,BGH
2/2000,12.4,3.1,3.1,BHM
4/2000,14.6,6.1,6.1,BHM
2/2001,16.7,4.6,4.6,BHM
4/2001,27.2,10.8,10.8,BHM
2/2003,13.0,5.1,5.1,BHM
4/2003,5.0,1.0,0.4,BHM
2/2004,27.3,8.2,8.3,BHM
2/2005,35.8,11.8,12.4,BHM
4/2005,38.1,18.2,18.0,BHM
2/2006,17.3,4.7,4.7,BHM
4/2006,32.2,14.7,13.6,BHM
4/2007,0.0,0.0,--,BHM
2/2008,36.1,9.9,9.8,BHM
4/2008,19.8,9.0,9.0,BHM
2/2009,12.3,5.3,--,BHM
4/2009,8.6,3.7,--,BHM
2/2010,40.6,10.0,--,BHM
4/2010,33.7,13.8,--,BHM
2/2011,43.6,14.0,--,BHM
4/2011,50.0,22.5,--,BHM
2/2012,11.8,2.0,--,BHM
4/2012,5.5,1.5,--,BHM
2/2013,18.3,6.0,--,BHM
2/2014,0.0,0.0,--,BHM
2/2015,0.0,0.0,--,BHM
4/2015,0.0,0.0,--,BHM
2/2016,28.0,7.5,--,BHM
3/2000,78.0,22.0,21.8,BHV
4/2000,45.2,18.2,18.2,BHV
5/2000,20.5,9.5,9.5,BHV
2/2001,44.3,11.9,11.9,BHV
3/2001,72.2,18.5,18.5,BHV
4/2001,39.2,16.8,16.8,BHV
5/2001,21.7,10.3,10.3,BHV
2/2002,64.5,20.0,20.0,BHV
3/2002,50.6,19.9,19.9,BHV
4/2002,51.3,21.5,21.5,BHV
5/2002,15.7,6.6,6.6,BHV
2/2003,40.6,15.3,15.3,BHV
3/2003,40.0,15.6,15.7,BHV
4/2003,21.3,9.4,9.4,BHV
5/2003,36.6,14.9,14.9,BHV
2/2004,55.8,18.1,18.1,BHV
3/2004,85.4,28.3,27.3,BHV
4/2004,41.4,19.5,19.5,BHV
5/2004,1.1,0.4,0.4,BHV
2/2005,75.9,28.5,28.5,BHV
3/2005,93.5,38.9,40.3,BHV
4/2005,107.6,48.0,48.0,BHV
5/2005,76.4,39.3,39.3,BHV
2/2006,45.3,13.6,14.2,BHV
3/2006,36.0,12.9,16.7,BHV
4/2006,83.5,27.6,28.1,BHV
5/2006,68.6,32.0,32.0,BHV
2/2007,26.9,6.4,6.4,BHV
3/2007,38.0,11.6,14.5,BHV
4/2007,25.6,9.8,9.8,BHV
5/2007,0.0,0.0,--,BHV
2/2008,84.0,25.6,22.6,BHV
3/2008,88.6,29.4,29.4,BHV
4/2008,53.8,25.8,25.9,BHV
5/2008,20.2,10.2,10.2,BHV
2/2009,36.8,13.4,--,BHV
4/2009,51.7,21.8,--,BHV
5/2009,13.5,6.0,--,BHV
2/2010,62.5,19.6,--,BHV
3/2010,74.3,24.3,--,BHV
4/2010,66.5,27.6,--,BHV
5/2010,63.8,29.8,--,BHV
2/2011,71.4,26.2,--,BHV
3/2011,89.8,29.6,--,BHV
4/2011,118.3,42.7,--,BHV
5/2011,67.7,31.1,--,BHV
2/2012,18.8,5.7,--,BHV
3/2012,30.9,7.1,--,BHV
4/2012,30.0,10.9,--,BHV
5/2012,5.2,2.1,--,BHV
2/2013,36.9,13.6,--,BHV
3/2013,33.5,13.6,--,BHV
4/2013,21.6,10.1,--,BHV
5/2013,0.0,0.0,--,BHV
2/2014,4.0,1.0,--,BHV
3/2014,9.5,3.0,--,BHV
4/2014,9.0,2.5,--,BHV
5/2014,0.0,0.0,--,BHV
2/2015,8.5,3.0,--,BHV
3/2015,0.0,0.0,--,BHV
4/2015,0.0,0.0,--,BHV
5/2015,0.0,0.0,--,BHV
2/2016,64.0,21.5,--,BHV
3/2016,54.5,23.0,--,BHV
4/2016,31.5,14.0,--,BHV
5/2016,0.0,0.0,--,BHV
2/2000,64.5,15.5,--,BLD
3/2000,94.5,28.7,--,BLD
4/2000,74.2,32.9,32.9,BLD
5/2000,33.0,12.7,--,BLD
2/2001,47.6,12.0,--,BLD
3/2001,79.4,15.7,--,BLD
4/2001,43.2,17.8,--,BLD
5/2001,27.0,12.3,--,BLD
2/2002,68.0,23.0,--,BLD
3/2002,65.8,26.2,--,BLD
4/2002,88.7,33.2,--,BLD
5/2002,35.7,15.0,--,BLD
2/2003,51.1,18.1,--,BLD
3/2003,53.9,22.1,--,BLD
4/2003,49.5,22.7,--,BLD
5/2003,64.9,25.7,--,BLD
2/2004,67.9,22.8,--,BLD
3/2004,107.0,31.0,--,BLD
4/2004,59.0,26.0,--,BLD
5/2004,4.5,2.4,--,BLD
2/2005,99.0,34.0,--,BLD
3/2005,107.0,41.0,--,BLD
4/2005,119.5,50.0,--,BLD
5/2005,93.5,43.7,--,BLD
2/2006,69.0,21.0,--,BLD
3/2006,63.0,22.0,--,BLD
4/2006,101.9,37.9,--,BLD
5/2006,107.0,46.7,--,BLD
2/2007,28.3,8.7,--,BLD
3/2007,83.8,22.0,--,BLD
4/2007,39.9,15.1,--,BLD
5/2007,18.5,7.5,--,BLD
2/2008,85.0,25.1,--,BLD
3/2008,88.0,32.5,--,BLD
4/2008,67.2,29.4,--,BLD
5/2008,21.4,10.9,--,BLD
2/2009,44.4,14.8,--,BLD
3/2009,81.8,24.7,--,BLD
4/2009,72.0,30.8,--,BLD
5/2009,38.3,16.6,--,BLD
2/2010,77.6,23.0,--,BLD
3/2010,89.1,30.3,--,BLD
4/2010,87.3,31.4,--,BLD
5/2010,73.4,32.6,--,BLD
2/2011,63.3,25.5,--,BLD
3/2011,118.5,40.1,--,BLD
4/2011,147.6,59.0,--,BLD
5/2011,103.8,51.1,--,BLD
2/2012,17.5,3.6,--,BLD
3/2012,33.6,6.9,--,BLD
4/2012,50.3,16.2,--,BLD
5/2012,17.8,7.3,--,BLD
2/2013,39.0,14.3,--,BLD
3/2013,34.1,12.5,--,BLD
4/2013,31.5,11.8,--,BLD
5/2013,0.0,0.0,--,BLD
2/2014,7.5,2.5,--,BLD
3/2014,45.5,13.5,--,BLD
4/2014,42.0,14.0,--,BLD
5/2014,18.0,6.0,--,BLD
2/2015,12.5,3.5,--,BLD
3/2015,4.0,1.5,--,BLD
4/2015,0.0,0.0,--,BLD
5/2015,0.0,0.0,--,BLD
2/2016,82.0,25.0,--,BLD
3/2016,71.0,29.0,--,BLD
4/2016,77.5,34.0,--,BLD
5/2016,31.5,15.0,--,BLD
2/2000,40.8,8.8,8.8,BLF
4/2000,65.3,29.2,29.2,BLF
2/2001,27.6,6.9,6.9,BLF
4/2001,43.2,19.0,19.0,BLF
2/2002,55.2,21.0,22.2,BLF
4/2002,72.5,29.8,29.8,BLF
2/2003,49.3,19.3,19.3,BLF
4/2003,65.5,25.9,25.5,BLF
2/2004,58.0,21.9,22.0,BLF
4/2004,66.7,31.0,31.0,BLF
2/2005,85.5,31.1,31.1,BLF
4/2005,110.5,39.3,39.3,BLF
2/2006,68.7,26.4,26.4,BLF
4/2006,112.2,41.5,40.7,BLF
2/2007,21.2,5.8,6.5,BLF
4/2007,40.3,15.5,16.4,BLF
2/2008,74.3,24.5,21.6,BLF
4/2008,78.1,30.9,31.6,BLF
2/2009,51.6,13.9,--,BLF
4/2009,72.5,27.8,--,BLF
2/2010,55.5,17.8,--,BLF
4/2010,72.5,28.0,--,BLF
2/2011,85.9,33.0,--,BLF
4/2011,125.0,48.0,--,BLF
2/2012,27.4,7.3,--,BLF
3/2012,28.8,7.9,--,BLF
4/2012,40.7,10.5,--,BLF
2/2013,47.3,13.9,--,BLF
3/2013,47.0,15.9,--,BLF
4/2013,41.6,14.0,--,BLF
2/2014,15.0,4.0,--,BLF
3/2014,33.5,10.0,--,BLF
4/2014,52.5,16.5,--,BLF
2/2015,18.5,4.0,--,BLF
3/2015,24.0,6.5,--,BLF
4/2015,14.5,5.0,--,BLF
2/2016,54.0,15.0,--,BLF
3/2016,62.5,23.0,--,BLF
4/2016,67.0,26.0,--,BLF
5/2016,56.5,28.5,--,BLF
2/2000,72.9,17.4,18.1,BLK
3/2000,116.2,32.2,31.6,BLK
4/2000,90.0,37.4,37.4,BLK
2/2001,46.1,11.4,11.4,BLK
3/2001,72.9,21.2,21.2,BLK
4/2001,58.1,22.1,22.1,BLK
2/2002,84.3,33.6,33.6,BLK
3/2002,66.8,26.4,26.4,BLK
4/2002,91.3,46.1,46.1,BLK
2/2003,56.9,22.6,22.9,BLK
3/2003,63.5,25.0,25.0,BLK
4/2003,63.0,27.7,28.2,BLK
5/2003,80.1,31.6,31.6,BLK
2/2004,86.8,31.8,31.8,BLK
3/2004,127.0,44.0,44.0,BLK
4/2004,69.9,32.8,32.8,BLK
5/2004,46.4,23.4,23.4,BLK
2/2005,103.5,38.0,38.0,BLK
3/2005,112.5,35.3,36.6,BLK
4/2005,120.8,46.0,45.1,BLK
5/2005,98.6,43.8,44.4,BLK
2/2006,80.2,28.5,29.8,BLK
3/2006,81.4,32.3,36.2,BLK
4/2006,114.8,41.6,41.7,BLK
5/2006,158.8,74.1,74.1,BLK
6/2006,70.8,34.1,--,BLK
2/2007,28.6,8.9,8.9,BLK
3/2007,80.0,21.5,20.4,BLK
4/2007,45.5,17.3,17.5,BLK
5/2007,42.4,16.0,16.0,BLK
2/2008,77.3,20.9,21.6,BLK
3/2008,100.6,31.9,31.9,BLK
4/2008,75.8,31.5,31.5,BLK
5/2008,50.2,25.0,25.0,BLK
2/2009,44.8,13.4,--,BLK
3/2009,75.7,24.1,--,BLK
4/2009,83.4,31.4,--,BLK
5/2009,58.1,27.3,--,BLK
2/2010,75.7,20.8,--,BLK
3/2010,66.6,22.4,--,BLK
4/2010,76.4,28.5,--,BLK
5/2010,85.5,35.9,--,BLK
2/2011,72.2,26.8,--,BLK
3/2011,105.3,34.1,--,BLK
4/2011,150.1,54.0,--,BLK
5/2011,118.5,53.4,--,BLK
2/2012,21.1,5.7,--,BLK
3/2012,20.7,7.0,--,BLK
4/2012,54.4,17.6,--,BLK
5/2012,29.3,13.6,--,BLK
2/2013,54.9,20.5,--,BLK
3/2013,53.6,19.8,--,BLK
4/2013,52.9,21.8,--,BLK
5/2013,21.1,10.3,--,BLK
2/2014,12.5,3.0,--,BLK
3/2014,46.6,15.9,--,BLK
4/2014,51.5,20.0,--,BLK
5/2014,38.0,16.5,--,BLK
2/2015,19.0,7.0,--,BLK
3/2015,21.0,9.0,--,BLK
4/2015,11.0,5.0,--,BLK
5/2015,4.5,1.5,--,BLK
2/2016,81.5,24.5,--,BLK
3/2016,69.5,28.0,--,BLK
4/2016,79.0,34.5,--,BLK
5/2016,57.5,27.5,--,BLK
2/2000,15.7,3.6,--,BLS
3/2000,59.4,15.2,--,BLS
4/2000,36.5,16.8,16.8,BLS
5/2000,0.0,0.0,--,BLS
2/2001,32.1,6.3,--,BLS
3/2001,69.6,20.4,--,BLS
4/2001,31.4,14.2,--,BLS
5/2001,14.7,6.6,--,BLS
2/2002,56.0,21.0,--,BLS
3/2002,47.4,20.0,--,BLS
4/2002,56.4,21.3,--,BLS
5/2002,12.4,4.7,--,BLS
2/2003,42.8,17.9,--,BLS
3/2003,41.2,17.1,--,BLS
4/2003,26.7,12.3,--,BLS
5/2003,39.6,17.5,--,BLS
2/2004,59.8,20.4,--,BLS
3/2004,93.0,32.0,--,BLS
4/2004,49.0,23.0,--,BLS
5/2004,0.0,0.0,--,BLS
2/2005,82.0,34.0,--,BLS
3/2005,98.0,41.0,--,BLS
4/2005,97.0,44.9,--,BLS
5/2005,68.9,35.5,--,BLS
2/2006,40.0,10.0,--,BLS
3/2006,29.0,8.0,--,BLS
4/2006,73.2,19.7,--,BLS
5/2006,79.1,38.4,--,BLS
2/2007,20.3,6.8,--,BLS
3/2007,64.3,16.1,--,BLS
4/2007,16.4,6.0,--,BLS
5/2007,3.2,1.1,--,BLS
2/2008,83.5,24.2,--,BLS
3/2008,88.0,33.0,--,BLS
4/2008,56.9,27.0,--,BLS
5/2008,12.4,6.9,--,BLS
2/2009,27.8,11.2,--,BLS
3/2009,50.5,18.9,--,BLS
4/2009,45.2,21.2,--,BLS
5/2009,13.7,6.1,--,BLS
2/2010,70.9,20.0,--,BLS
3/2010,77.8,29.5,--,BLS
4/2010,76.1,31.6,--,BLS
5/2010,71.4,33.3,--,BLS
2/2011,58.2,21.4,--,BLS
3/2011,97.1,33.6,--,BLS
4/2011,141.2,53.2,--,BLS
5/2011,80.4,39.6,--,BLS
2/2012,14.8,3.6,--,BLS
3/2012,27.1,6.9,--,BLS
4/2012,33.9,12.1,--,BLS
5/2012,6.7,3.4,--,BLS
2/2013,23.6,9.2,--,BLS
3/2013,19.2,8.9,--,BLS
4/2013,5.6,1.9,--,BLS
5/2013,0.0,0.0,--,BLS
2/2014,0.5,0.5,--,BLS
3/2014,8.5,2.5,--,BLS
4/2014,13.0,2.0,--,BLS
5/2014,6.0,2.0,--,BLS
2/2015,1.5,0.5,--,BLS
3/2015,0.0,0.0,--,BLS
4/2015,0.0,0.0,--,BLS
5/2015,0.0,0.0,--,BLS
2/2016,61.5,22.0,--,BLS
3/2016,50.0,22.0,--,BLS
4/2016,43.5,19.5,--,BLS
5/2016,0.5,0.5,--,BLS
2/2000,25.3,5.3,--,BLU
4/2000,27.3,11.0,11.0,BLU
2/2001,24.7,6.7,--,BLU
4/2001,9.3,3.0,--,BLU
2/2002,26.4,8.4,--,BLU
4/2002,55.5,20.7,--,BLU
2/2003,8.9,3.4,--,BLU
4/2003,14.1,5.7,--,BLU
2/2004,26.2,8.9,--,BLU
4/2004,8.0,3.7,--,BLU
2/2005,14.6,3.4,--,BLU
4/2005,18.4,5.7,--,BLU
2/2006,17.1,4.7,--,BLU
4/2006,32.2,11.0,--,BLU
2/2007,11.0,3.2,--,BLU
4/2007,8.3,1.2,--,BLU
2/2008,35.1,9.4,--,BLU
4/2008,26.8,11.3,--,BLU
2/2009,19.9,5.8,--,BLU
4/2009,25.3,9.7,--,BLU
2/2010,24.4,6.2,--,BLU
4/2010,24.0,7.5,--,BLU
2/2011,14.8,4.8,--,BLU
4/2011,41.6,13.1,--,BLU
2/2012,4.0,1.0,--,BLU
4/2012,7.2,2.2,--,BLU
2/2013,30.2,8.0,--,BLU
4/2013,11.0,4.3,--,BLU
2/2014,0.0,0.0,--,BLU
4/2014,11.0,2.5,--,BLU
2/2015,2.0,0.5,--,BLU
4/2015,0.0,0.0,--,BLU
2/2016,38.0,11.5,--,BLU
4/2016,17.5,6.5,--,BLU
2/2000,61.4,13.6,13.6,BMD
3/2000,106.6,29.0,29.0,BMD
4/2000,79.1,32.8,32.8,BMD
5/2000,70.2,33.0,33.1,BMD
2/2001,40.6,10.3,10.3,BMD
3/2001,70.3,17.8,17.8,BMD
4/2001,52.2,21.3,21.3,BMD
2/2002,72.5,23.5,23.5,BMD
3/2002,69.2,25.8,25.8,BMD
4/2002,82.2,28.0,28.0,BMD
5/2002,53.2,24.7,24.7,BMD
2/2003,51.8,19.5,19.5,BMD
3/2003,75.3,27.0,26.9,BMD
4/2003,74.3,28.6,28.6,BMD
